fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.503276214352383,1.1079466579999562,0.08177234535792068,3.1305778931864854,0.08315711650071161,6.133593670844247,12.3862478527188,0.9955815327915135,3.5466040688254084,0.5955246515123962,11.185556362324386,4
8.033278034345798,0.8248936824040615,0.2627053081460855,1.9934102341876871,0.0807408647037414,11.876222669591478,64.13554366030587,0.9966877450745374,3.2881514444076423,0.48161003857830187,9.829875258200456,4
8.349228028766188,0.8101439228749808,0.0,2.2167696041318457,0.08933718105817294,13.369043425976074,25.184883771271707,0.9978557809371579,3.3621860541253232,0.45915439975168665,9.537864016021752,4
7.368291809862201,0.35385293097422554,0.242386134662534,2.005296773626247,0.06684024463051144,28.186244729242826,49.378996675728,0.9957005995517674,3.4249025533594812,0.5404990250647967,10.064311946032129,4
8.205483643973034,0.8573710160215401,0.004920846908970182,3.2889396014397345,0.097082353671096,25.027214460898595,58.005277517098456,1.0001463080300228,3.6150590017662205,0.712446292391697,9.796970595912237,4
7.94696905881118,0.8377119074642345,0.27250822764059646,1.9799759120697478,0.08039082659876182,11.081884744646333,61.25862717484973,0.996616073469639,3.284634213525562,0.48491445268040734,9.749412126906423,4
7.354474981727616,0.5816717191512458,0.07230168328851917,4.371177807412458,0.0793101023615841,5.7131067181759425,25.551588743824635,0.9972959352220174,3.3617398592685244,0.5035666331665167,9.060831023164214,4
7.479557367579338,1.1233193362785174,0.10241344821555116,3.115682614192376,0.0852010200499692,4.573401737968311,10.500932015251399,0.9957048509278338,3.547985653022549,0.6109672559196289,11.116403361597188,4
4.987530788807453,1.018069364801943,0.035403774144152064,1.4277775786578168,0.04604951294874724,41.08086348589506,87.51916343899104,0.9937284255255036,3.761631623390521,0.4799144459508029,10.469961316828831,4
7.512453546127901,0.6759751793092278,0.008871766431821904,1.3134121915466621,0.0760496009357532,8.753909320478368,23.43745015651089,0.9965106609961855,3.1828619339884154,1.0764856315855842,9.169070508163129,4
9.20994569031709,0.7797263792255483,0.04725372063992436,1.5203083497243326,0.08216359928753816,4.454090364640245,14.39187101082003,0.9980580109484936,3.298049082220567,0.5467353208615706,9.815994274902163,4
7.476718639562707,0.5951834592939222,0.08799771601547621,4.332456806196948,0.08263459523004667,4.988727866672833,27.93353766384233,0.9975114502785278,3.389313958934879,0.4932227803855986,8.962938134688187,4
6.773452033526548,0.6889043769382884,0.09927718717553094,3.9269706676941976,0.06713658310014131,15.039183230088206,28.62976222930255,0.9953376482381817,3.4104103351791335,0.529258546846194,10.983409329453698,4
9.255732242836105,0.52398019610005,0.994052280843377,3.4995082025676165,0.6061335082136418,31.540791686098473,69.79068933568081,0.9996000722999223,2.74,2.0,9.368521898275173,4
9.119358678712258,0.7609326366600784,0.05153042156985241,1.6103056762776846,0.0817523578141809,3.7860211893764157,11.389122879355432,0.9980953635500454,3.2902161286914504,0.5507287940320583,9.724646764581749,4
7.9625166933027245,0.8905948502536052,0.025174331606193555,1.7721647571096277,0.0605005830832391,4.159125726617298,7.043670305628061,0.9971372978662749,3.364818317491626,0.33321385368570133,9.14242153988451,4
7.083247611412134,0.591066214330415,0.5463891695136401,2.1151689342153146,0.11486554649319977,2.4163591398376294,11.39691324095542,0.9970198476154739,3.328951411470117,0.5658485587553219,10.4231682473846,4
10.487349410025091,0.5912330640819217,0.48500489517755324,2.023133037513758,0.07041006215585077,14.085788877230954,45.25319645344733,0.9990372855820944,3.2985981917601546,0.5609317364868702,9.676117762658434,4
9.194959383429172,0.5364878509876099,0.9978101650830108,3.488505091932258,0.611,31.889082269192873,67.74879339038336,0.9995246582955782,2.74,2.0,9.410167227306937,4
8.85416299852868,0.9627832896710102,0.026328562401201117,1.8126166914363206,0.07799057187580001,4.654933524495964,19.022039306817785,0.996100943426698,3.2922347060184767,0.43522011835673324,9.55177150604975,4
8.745420514603826,0.9569399722698474,0.047048246664939654,1.754734190018845,0.07785903068450989,4.754190103108575,19.47297421875208,0.9960703504065989,3.3142489882663777,0.4513759405902346,9.687865198660809,4
6.28288229063658,0.582301495556782,0.0008905708674180391,2.188722009823944,0.09712747093085895,2.919267731186155,11.95596368770531,0.9955269112205236,3.6345295873630477,0.6249500580575125,11.480059505804233,4
8.206054930778702,0.6762559346270602,0.25599101573632177,2.0643640826284257,0.08313781011467583,10.598910221924335,43.12856494507039,0.997657938039695,3.3099794799268056,0.5223863541258132,9.1643915397032,4
8.494698013552489,0.3885492058208231,0.41716994732070617,6.388689467761256,0.05189391086537567,3.0037058950536406,11.015530943780336,0.9958202836692955,3.282182319063695,0.576067209785322,11.977434942430694,4
6.505548312428069,0.6691756983660154,0.0,4.286325397234007,0.0590146794451951,10.854690682685268,23.276501874313183,0.9947187735207328,3.442396569247028,0.5608310562384285,11.732247108166163,4
8.346232666372575,0.7820242026925763,0.0,2.210505161797453,0.08852934599436918,12.680688306531225,25.789115419084897,0.9976796665346798,3.3749811217230303,0.45066364178545076,9.57484089129079,4
11.650611231389947,0.46619216960064475,0.43115321682925034,1.6387929090245998,0.1461328215225649,36.83047557434171,50.93101501169791,0.9982860426263782,3.3936404758363405,0.8529151555242154,9.887388076501855,4
5.0070808632015185,1.02309027348316,0.034488049881506305,1.3499125565238392,0.04779797267081766,41.21690618466739,87.55152862481367,0.9938715554056929,3.738145685038519,0.49269577001877585,10.539530913445995,4
7.597186834118884,0.6801949969017427,0.030083947316581774,1.3130977988026657,0.0761084416096353,8.800085093717204,19.082647382809572,0.9964808485106277,3.173595937782682,1.0955732250497778,9.179003151053116,4
9.295897764023774,0.52708049231295,1.0,3.4185561498048442,0.6081498593805021,32.07619216704635,66.78773807160277,0.9995323349933549,2.7441784010100747,2.0,9.331426307259955,4
6.848749207964208,1.0960685166417992,0.053148471720720625,1.9949198914883712,0.060349764306279134,11.463626626184691,31.418027722046332,0.9948669757298786,3.5140899083939785,0.44125811523810127,11.313230678061025,4
6.487816424526627,0.8815297143235507,0.022931280170599148,5.617086246914954,0.07986639871214865,22.77184644912526,48.79769364919894,0.995809370707709,3.5927348195670414,0.5103817988688836,11.211338409157372,4
6.40539848737739,0.5674878611519607,0.0,2.1969057664998077,0.09720133658884857,2.8328032185722183,13.603110206870786,0.9955682469595213,3.6357828376664387,0.6247523574051397,11.503929296340573,4
6.323231267221495,0.8013879171175624,0.01277132653383758,2.1087877602433536,0.058710359406731895,5.348720353291773,12.837940458215618,0.9965637276951722,3.5881900775918414,0.6128078269397335,9.970009868336676,4
7.534088332651956,0.3787014751786619,0.4909598664077128,2.602409127586829,0.07765011695369829,22.20233962126671,81.58053522175575,0.9972252565056893,3.325218318149342,0.704606838636839,9.574709075737507,4
9.038551962312468,0.7642597622901323,0.03896383425224771,1.617523949238723,0.07904208699324353,3.7358863724697895,13.902497252694637,0.997978202052437,3.2906529641510915,0.5462806733547931,9.721018414386762,4
5.990059640682804,0.32686539788752744,0.30635057936522364,12.990425382143135,0.055311902273240066,5.814317182854679,115.05992029905745,0.9956974783109759,3.295099958833717,0.5536716887085055,11.575233102883056,4
8.844262909054523,0.9505302685524906,0.03722498585286202,1.7202467949657945,0.07934240886734216,4.70292149650251,16.938472471362406,0.9961121183226365,3.3020993013963604,0.44624605601801726,9.55779162497699,4
6.778225190202289,0.6941305489502935,0.0916682146563374,3.8768651344735012,0.06689133729508248,16.545720956072824,28.59116274792793,0.9953264358519125,3.415205340496492,0.5324468800933667,11.10480993437352,4
6.253581498882983,1.0326844759119347,0.005370781918178643,2.0450738771546253,0.08278167557006452,16.653874022419597,23.352727181058924,0.9943933502718034,3.5916815911599724,0.5482389529678419,11.251845564793722,4
7.043176663805426,0.8440668955099022,0.0,4.432518133368364,0.09290574403501178,3.9193986392044575,11.83452129401527,0.9970967819561185,3.40316924578528,0.5673269487249936,10.958009677068633,4
7.529438668206184,0.6840162052545146,0.0668586085181802,2.5310630225076536,0.05757449372197326,4.16425391516503,9.414142309869835,0.9964448741413985,3.3764065634169396,0.5540665338406189,10.899154251446078,4
8.768903168323384,0.9606658990279365,0.0658217993152135,1.9861850175836506,0.07132407152311616,5.396631985385184,19.740518036829023,0.9962028898511226,3.2964658897643804,0.4344562482966894,9.597944313532459,4
7.360591371981405,0.5906753579404779,0.07787345006638006,4.441525195918087,0.0878463227345223,6.698114122922337,29.723014528130342,0.997352671812137,3.373469529838063,0.48876313306249775,8.929054636574406,4
8.683963717461742,0.9532591624308989,0.06456393424519744,1.8764691370495188,0.07603690608774585,4.643854023993373,17.36829078208447,0.9962572141759424,3.302430501008735,0.4497938819913782,9.609116336208622,4
6.006743044503932,0.33309419861540573,0.32634561186549244,12.879237111510264,0.053315959346952296,6.668076642320137,110.25047100610149,0.9957635144370058,3.303241127855694,0.556151877532564,11.501706670342367,4
6.384260836696624,0.5259627158149357,0.0793991856763049,3.8328635468288894,0.12275206961965067,14.387379557488147,31.438306051504956,0.9970432739320214,3.5075930397841266,0.6701574280782846,11.030031874414695,4
6.972065004839963,0.9773086130314377,0.03713860333044315,1.9787472108079593,0.08887994112190606,11.901022493143419,66.15488891055813,0.9956789778300582,3.343351869733181,0.5947935928194846,9.335785557638413,4
8.817263132041711,0.6118689412550957,0.2987417786645708,2.8481396767324774,0.08519589764268938,16.863952364274216,49.07080392423784,0.9976651960564648,3.2555234917320024,0.5208949887143425,9.300539430470689,4
7.464963615319174,0.5955178087205419,0.0706874589665326,4.427507945255266,0.08650405843532916,6.094480006858983,32.14797410588778,0.9974271389093073,3.3920507356733665,0.507280446102319,9.074756334564375,4
8.360930603703865,0.6693339273443288,0.25051776790747793,2.1272661188138224,0.08572697997456916,11.458350905720742,46.32534236298464,0.9975907396471922,3.308724858400606,0.5279456865536518,9.312399539518449,4
6.948004188619779,0.3964988596178098,0.2547314161970015,2.085506956842312,0.09759984490216357,4.207532184961127,6.0,0.9945958170019606,3.440233570181523,0.569931529277962,11.469259182670573,4
6.979097908951688,0.966705830663598,0.030444514082277014,1.9747250787955515,0.08869100448449321,11.64646003787706,67.95110104529962,0.9956774958681217,3.348642628247107,0.5970395284478667,9.336316579581336,4
6.450756483479109,0.6647601185664512,0.010543683194975664,4.287838828705915,0.05286700240148651,10.909000594934266,21.45488026809479,0.9949287017145819,3.458783045935472,0.5648653094226453,11.824403426167116,4
7.40933645855496,0.6801595074751405,0.06573256666752966,2.5489859059190936,0.05770967766733751,6.034939738292821,10.266790770743386,0.9964278727661632,3.3890836447696246,0.5516096934533286,10.873860189198881,4
7.548484659624109,0.6701890475773292,0.019749328701502752,1.356846363379968,0.06912776987425573,9.13122492165776,19.407996916194545,0.9965288608049908,3.1786293838805215,1.0809309712007173,9.215359951152172,4
8.101706600748463,0.8792949002992037,0.005493055805866803,3.2319622786784183,0.09953352327341565,26.454103883885278,63.1367775396489,1.0002067449244787,3.6002059472232295,0.7218064984508564,9.758220549140606,4
8.03171145104427,0.8611316524220478,0.0,3.351546316560366,0.0931432496439329,26.28201621852979,61.000793439686525,1.0002194568482956,3.593237037210789,0.7264750696704608,9.707295479459072,4
6.908342513579386,0.38360382109294805,0.24555230235480122,2.056001036360705,0.0979259400349397,4.142792111447393,7.213994528632656,0.9944963770241055,3.4549238967008926,0.5796428009900153,11.381360489954705,4
8.416150579542647,0.41148894636997563,0.3799924103942433,6.331706460053647,0.05032922551760728,3.056780339265937,7.431130285187937,0.9958152335506548,3.2866379492554687,0.5638401198153247,12.039095170601767,4
8.255743700920036,0.6297782748134538,0.3642989431671953,1.987020104272944,0.08797863224315257,15.468764119535338,56.07704589309961,0.9973994295681,3.3064600638004356,0.5615782783783092,10.415581729249473,4
7.271165004008593,0.5782781998219392,0.5158656074661269,2.2058718698400663,0.11028536572962555,3.3753924825928787,8.564995959994617,0.9972804033025342,3.3410371810985797,0.591792888554845,10.321800797867034,4
11.958797334165244,0.6207383499246767,0.49778215874594,1.3717315963739558,0.07229815523796816,6.137848324219348,26.776388588474973,0.9979358425317749,3.0658480584742818,0.5975777306305892,10.41170526047897,4
6.427304053789422,0.6776228078521789,0.00835178607778252,4.3120769624866,0.052083301236854534,10.637603770000052,20.39274504158271,0.9949083824811179,3.4609355125975405,0.5617373292799105,11.821886260204106,4
6.604999933228391,1.0477489625225058,0.08608407369183141,2.3410152136150306,0.06444168360192294,19.201401852116046,32.30224501330505,0.9964690249826861,3.5314593894885515,0.5748338454866374,11.028648318992241,4
6.836740458816314,0.9167625121240466,0.047305665076783465,1.9409066711653022,0.05857987632932264,3.9649974989108383,10.923637886970253,0.9958463834580018,3.5228568355081884,0.6364945830285608,10.885138835799399,4
12.119410034055882,0.6349192396356945,0.48856439328520845,1.3950737200799934,0.07298056123532642,5.838978359261432,27.313973391405504,0.9978194943798265,3.0745096830680563,0.600066771665197,10.404484650631916,4
4.6,0.5206734555976156,0.1432669724453397,2.0819746796463243,0.0571983081678948,9.399294828695858,64.66776050168778,0.9935615179289086,3.9060633980732686,0.5599630956286543,13.194315982888273,4
7.081278430766689,0.46520113238608213,0.0018206003132997222,2.1652581478746495,0.0697225963665706,6.1960557522917,11.56916942105434,0.9951806491906342,3.420270293832754,0.5722001980437061,10.90768434346508,4
6.093070679165729,0.32254175469909085,0.30013414026307267,12.870267826775626,0.05362159105660773,6.500692144267349,113.95041034814109,0.9958251516084784,3.2942458186428802,0.5637426346747789,11.502302824447073,4
7.342763713221934,0.39180465540836557,0.4798707153835986,2.6751896319917607,0.0670073567344405,21.549372175037576,82.64859891709371,0.9973294138151383,3.331104811271227,0.6859266218498652,9.60556638853019,4
6.670821539274726,0.6769991566787407,0.003044791181218967,4.259528580334796,0.057964954793216485,11.06853173669693,17.787890399824423,0.9948416080566739,3.4501344631325725,0.5749564649975203,11.788210436054118,4
8.212268865686397,0.8236551806892316,0.26723279438365916,2.0382980586106223,0.08363061586173484,12.341736399797728,61.29239639753396,0.996559574859084,3.2803771738006753,0.48676669376275694,9.776445817661614,4
7.864955964782736,0.8703645230510488,0.005135972343649917,3.3212715574676825,0.09904603496253515,25.497293551107198,61.47329180394309,1.0002542060704733,3.5990698815893545,0.7254538512738579,9.811290191068018,4
7.491531894258505,0.7522534769546791,0.00218731244257834,1.8055422285094664,0.08514294847862319,5.621875337094226,11.838770427386827,0.9966118631648755,3.3400191063734552,0.4751806345315398,9.672639152622521,4
7.2375598166743424,0.33967510539913665,0.23470433988880496,2.0351039987083435,0.0640633042814557,27.990851462736565,44.43746542261187,0.9957426676647643,3.421791678520056,0.5332370797819089,9.992127166118111,4
10.177004706630807,0.23162578827699196,0.35107021114497433,2.1044243319869627,0.055703099417061995,13.557444773778808,35.35912297142663,0.9961949000565995,3.2324199123173973,0.5018557605851122,9.257230567419914,4
8.363663469922669,0.6311975915101621,0.3613043566484094,2.042468861016662,0.09377428437790489,15.461798781125086,56.95313912568313,0.997403367783783,3.3174247606944665,0.6054239730627837,10.405843792093615,4
12.07050086401152,0.6212827979443711,0.49068194681933797,1.3657058881599198,0.06750231703236324,5.720781326001493,25.246134371607784,0.9978796447493387,3.0718464875375995,0.6101947224101859,10.431606858256133,4
4.990223360948086,1.0064636209841085,0.034345644078416414,1.4005657575846473,0.04216616007853281,41.34163077313317,84.72358014054097,0.9937837995856876,3.745799724554486,0.4888485953764472,10.488534712588073,4
7.120888172666344,0.5656887492430019,0.5446843146995473,2.0124863708895777,0.11632701191438914,2.305680095734719,10.74226221510644,0.9973873136671594,3.3288490719092496,0.5744797859571921,10.191340154151854,4
7.0850458064911015,0.836600869322495,0.03385702361363853,4.408274964995568,0.0949355354639,4.056177149221594,14.3288228718776,0.9968286157259747,3.409964780736094,0.5627680144418892,11.031941032522516,4
11.644708748634104,0.46922124777201857,0.4396278927488493,1.6626763901468549,0.14408243199445087,35.880386601980746,52.70678133065162,0.9984068764877994,3.3816846371743807,0.8684921633179918,9.906502339194569,4
5.597194405935645,1.1219896269701475,0.09541699617877716,1.4454364774844166,0.17577232113547087,6.180668735629253,14.36859534865161,0.9939763265129088,3.508603203376543,0.47060301839500823,9.746262928207319,4
8.357025443072128,0.4059552847435392,0.38587757504782166,6.258945979808925,0.05113827488058098,3.7930882828786343,12.89575885362407,0.995600133453272,3.2821080268128675,0.549669659704516,12.041836450634246,4
8.173068696704233,0.8294001465046045,0.27240044163167126,2.0307395132357353,0.07905739282128926,10.200886474578136,64.06307337974394,0.9964940336665087,3.279126554442106,0.4691325354986173,9.724340620298982,4
6.844205570262976,0.4852794039256979,0.19941430999742762,1.9324297228758882,0.0791712616768291,8.457950336484359,27.1117665937125,0.9959123635447982,3.385640990761988,0.43832617750706315,9.106559973082353,4
8.288070963084333,0.6233260798532599,0.21201794567908852,1.3354112923014136,0.08505472561348014,27.2160599364035,117.69316560564945,0.9972677037278904,3.161286964566353,1.1195100660885133,9.096896278144994,4
11.565451671729887,0.46279664110534174,0.43471603085621635,1.736273087656029,0.14693963229546278,35.69370486717695,48.05424872297878,0.9983773825293534,3.3887140056787506,0.8608606569149951,9.777246974567905,4
11.647601137781228,0.4710443544704494,0.4376375507653331,1.635738507374409,0.15044978377644894,35.20684952603524,51.012058051440846,0.9984621121483891,3.3900606662456583,0.859868552898048,9.909648214253982,4
6.953965901365271,0.6684445510170635,0.10035184611115937,3.9471226347620143,0.07020624103035326,16.065602844952252,28.540005039301924,0.995358567186145,3.423757033452768,0.5103938729122874,11.078023663622968,4
6.850366958606346,0.6849367071603305,0.08910020151266378,3.8902944139595528,0.06671397576215787,14.476783047889658,30.09191122694791,0.995316286949226,3.4110124987200856,0.5142764220928995,11.069872631024724,4
9.968130760730524,0.9264236172963117,0.20915904939242622,3.274548996248425,0.10373362885617705,10.89748208223176,87.79561113513944,1.0009489605785187,3.4359170319470826,0.6347056894273986,11.260086622099868,4
6.979789585745963,0.4784032654606053,0.024946877660956993,2.245621796302972,0.0705707245882624,6.890725460314041,13.854179732660768,0.9952162035141187,3.388725282439845,0.5680083345844665,10.893117209401186,4
7.8653501125846335,0.8819025999404798,0.019454784903999947,1.7617844226865074,0.06161072585769954,4.371039583903526,7.597909898314844,0.9972466482332224,3.3633323626696665,0.33,9.073749704570348,4
11.576704083318445,0.47972384547523145,0.43936743848108367,1.6367783156649436,0.14236618890145525,36.24151605557834,51.87317590349934,0.9982837826219902,3.3716647510024926,0.850772839466452,9.799546981830234,4
7.350449409786498,1.1047262399301478,0.10338951020329103,3.0852056151240976,0.08735732121603307,4.568109305418114,11.571816476241494,0.9956533424381199,3.5395152076889653,0.6049295051669614,11.268823035507594,4
6.571159341361864,0.6637973459316661,0.0026164501488573338,4.316095196362796,0.05670073966305239,10.829799750080797,19.43207782249589,0.9946909799992945,3.473486748380369,0.5656402938123372,11.786779451152768,4
6.405653613162344,0.5834861512624422,0.0,2.1475980865622244,0.09344888721619588,2.881464000447382,14.732479242831884,0.9955765277061136,3.6223530964527297,0.6089609316706952,11.460399920385832,4
7.5296924796492375,0.6007118812639596,0.07819362977887112,4.458446252959875,0.08664621004569853,6.391229114538094,31.10439250118446,0.9974278505764649,3.3733038792428536,0.49746873895751265,8.938948586011167,4
7.658121013230385,0.7002520812222283,0.06770311173306309,2.419646933778335,0.05466805724486473,4.389711260295146,10.810708469451358,0.9962095674081292,3.3831611051633614,0.5658383984331927,10.941699127067592,4
6.778439307206699,0.9103785651721679,0.04908970746720886,2.151835721389004,0.0588483949058806,5.0541873199533445,10.718981133065661,0.9960177473873758,3.5259917285206495,0.6316308122931349,10.829750581357139,4
8.4381245501096,0.6518182502125797,0.38102232176071166,2.1513204364071097,0.08702869361661401,14.603430298751555,51.4255952942269,0.9974642241553553,3.3025524888302535,0.5736406474882224,10.407249151503562,4
8.09300601159109,0.7773491157888959,0.0,2.3103961055817233,0.08776609377496566,12.99542963437401,25.75242954531556,0.9979261007555796,3.3863031497689677,0.46090045501818244,9.568422679009023,4
8.854165971114677,0.6200554442839135,0.3058360911835853,2.88624238900667,0.08782353081253921,16.394063841294113,44.733834345488596,0.997634625041782,3.268269730069466,0.5193259860621974,9.27157307692931,4
6.45673224191523,0.6613775685345444,0.0,4.2942832045984405,0.054492725231645125,10.321889098308548,19.783301194154273,0.9947803555459246,3.4526785361877,0.5625213203541126,11.740293817978936,4
8.205574166400588,0.6288454926217691,0.1965315368687788,1.5788768579596861,0.08388393222538269,26.543230504408804,117.87897804004963,0.9972428244805523,3.156962658120179,1.116319607093202,9.066438688707088,4
9.1748714037221,0.4985698418636317,0.9955472059982085,3.393496959910639,0.611,31.493034082618998,68.96535516473934,0.9996626190679179,2.74,2.0,9.400476779219046,4
7.4595500228260665,0.6747356859653711,0.05484742550152457,2.3949578427388594,0.06243049458992933,4.783607245597262,7.263944846439648,0.9962688268449071,3.391957034943153,0.5506943577660391,10.91273116150404,4
7.571760071557956,0.6842708234627487,0.018429634863951445,1.401639997640173,0.07160478766934385,8.48862438851739,17.86062903455793,0.9963652423845293,3.1723765325281525,1.079217533417958,9.157496875913543,4
6.082479215580522,0.3179891293793638,0.31602075648343947,12.976326242562509,0.052645123676064484,6.363331206229815,115.04244166785767,0.9957293722516456,3.2761026631109855,0.5487435674799517,11.495080151245576,4
6.431796435790694,0.5839072574909847,0.01145379271910847,2.1978809846781595,0.10034125229576502,2.5909977818563124,11.380238072049636,0.9954764752157014,3.6387666688660545,0.6306077033683476,11.548068292179972,4
7.350685863322082,0.5882955112109397,0.5283000697072195,2.017158323654043,0.11257286118700625,2.5331033989091436,9.000553962509223,0.9972947423078585,3.331419065628027,0.5791002452222349,10.21004635412207,4
8.384919246170483,0.39541213522888635,0.39435733176019355,6.260363638014154,0.0495598249677736,2.7947274036587757,11.594466734315677,0.9956219510262986,3.2826617332029753,0.5510895752806207,11.999660828013482,4
6.940299295964531,0.6711325631906029,0.08121610278233005,3.776861988538151,0.06977768409704571,15.518622804471553,30.527296845626964,0.9954011568277378,3.4184238577684987,0.5174338045719619,11.048559477116122,4
9.011716570524978,0.7606604499451389,0.05410337043270441,1.6639022919571995,0.07494424915104764,4.112243472896905,15.327752026150929,0.9978015061737,3.2936077168804534,0.5380792664349251,9.643046341382686,4
8.099912001270562,0.8611613049323493,0.0,3.191591161312454,0.09775607499039195,25.947925826963406,61.5059225469667,1.000262596090699,3.6057898978479757,0.7101310266214063,9.814121577012594,4
11.957426717359832,0.6290737374557717,0.5054975084319505,1.41939426659177,0.07244019239214103,5.251429699741047,27.209409361315917,0.998043570819712,3.066715373830694,0.584069984282274,10.370500111211284,4
11.970147340049104,0.630934289079491,0.5094851011082896,1.3429530939254382,0.07413376508123941,5.403090794625126,28.293671343631924,0.9978268047505423,3.060466853466694,0.5942776018628105,10.334166968886086,4
9.1695974675871,0.7621995281982409,0.03857138154110888,1.5035324651577178,0.08019738024968563,3.3322052927275907,14.709977838343837,0.9979851233321944,3.292172312837069,0.536958696039798,9.771648054403776,4
8.330259192992525,0.7953230088949531,0.0,2.2161165435930483,0.09220944261547727,13.682651396103674,22.931050327160825,0.9977623379824196,3.381097612743675,0.4477014594201432,9.649779853715538,4
6.903396463906177,0.903416328549125,0.04666290341110833,1.977429924946363,0.059727385650392394,4.2771468168420625,10.117113140579374,0.9958561047469446,3.5249783540452904,0.6415102122348623,10.7954559242955,4
6.6648384338603615,1.0527337924088997,0.08840576471794433,2.3566747329414857,0.06487020231695616,18.549920884126493,33.163249495893794,0.9965028589722496,3.514356492265725,0.5799230534735808,10.920228613213444,4
6.716002472165067,1.0304710305310558,0.06767539007414468,2.2142899977875974,0.0722092229774478,18.70519284552049,30.952469299893124,0.9963589482188003,3.5294651161070023,0.577186067208418,11.032107969644834,4
6.732076935237069,0.9106660287259758,0.06383277644492419,1.948793649300508,0.05623082802996492,3.5688985243355322,13.706301902606496,0.9959096304271696,3.526455519502056,0.638918947674752,10.884587393383905,4
6.813884360670106,1.1008272670904402,0.06111797149033704,1.9385579296483837,0.057478162996530704,11.537258423023056,30.894461427551718,0.9948482175235556,3.506817415269834,0.41429513291891634,11.481185998885644,4
6.400444350519203,0.6803536895137343,0.0036871591409955128,4.152303896493941,0.05839521247595807,11.240444463681712,20.14240357869516,0.9948599003838842,3.447107454417222,0.5661073346528481,11.833345816120092,4
5.6619969812860145,1.126153982162205,0.09461060318943396,1.6215860167512202,0.17601183562867184,6.849801569610039,20.878825893747,0.9939065350617294,3.4994962794201703,0.48124921481493305,9.816202064840533,4
8.821678121848784,0.6150797571117553,0.2908716620533601,2.940883928551863,0.0884679713022375,18.087126093954517,45.69455888541667,0.997696266557058,3.247801447715509,0.5136211342160978,9.244713884329638,4
6.533959827681279,1.0438544481318328,0.07046242953819257,2.3062697461512314,0.06946712406597313,19.653142350389288,32.294461495798316,0.9965482394873368,3.5158191349211134,0.5865214322379821,11.026588528189064,4
5.995974204553791,0.32505871103540057,0.32698971907036795,12.844296251293352,0.04907267616306414,6.684024750788347,114.50193838302351,0.9956227053728676,3.301785770396299,0.552961598193928,11.43097699511427,4
6.831666009465284,1.04563690642918,0.07384700647593903,2.2798201706042915,0.06576670185590228,19.350692387879022,29.540649546508277,0.9963590710100177,3.521730499308197,0.5454682051860437,11.070618000666322,4
10.597437404596981,0.6070447198152976,0.4631122733436322,2.159067320620161,0.06537351684502075,13.779218323148655,46.52342445912984,0.9990110466075024,3.3089765485684124,0.5510105091422023,9.622839079113158,4
6.649177061177144,1.0443167997124103,0.08634276846035088,2.265219232583973,0.06892671222669229,19.312264146453817,33.38505687138916,0.9965309535180452,3.534258629256981,0.5741475900240098,10.955373966541815,4
5.578682299707879,1.1351830477151634,0.07986865242398102,1.5160677773849203,0.16818012858093806,6.817782528253347,19.109581589716186,0.994025751145607,3.5117244927226974,0.4802297679963622,9.843535682166438,4
5.739936027776197,1.1361512705652146,0.09456710677005703,1.4991374908720079,0.16884526573058758,7.8515967249406895,21.451103783058958,0.9940738299558715,3.507090216586848,0.4696265580845865,9.921273831885781,4
11.398732537485088,0.4566297763272573,0.45361737857949136,1.5615393400343476,0.1482690475918932,36.2111807987442,48.36750310442722,0.9983295226134848,3.378847036884331,0.8478850624359564,9.888226202749,4
7.596416319203922,0.3842117764168877,0.4801638836485588,2.5644211155193886,0.07562147774843615,22.13704747857933,81.17694113453008,0.9971135874170236,3.315170083485834,0.6969739990950432,9.629779154787817,4
5.981450038132002,0.32069505776577484,0.3297354304952453,12.919833092510197,0.05360753267935324,6.066378122346897,114.28572075224815,0.9958058623972196,3.3001385903113847,0.549366644866509,11.476636620644559,4
12.159047499568695,0.62460161079989,0.5015036533505962,1.3339470366709583,0.07240766646522119,6.909051684469401,27.446285311804296,0.9978582825295611,3.074539298621687,0.604442744331126,10.40461783428803,4
6.350013927679666,0.5997851526413327,0.015520022277139214,2.2305439904424107,0.09732771461697136,2.251061138920291,12.6771860506976,0.9955874321428815,3.6263715102173806,0.6164891526109767,11.418453677881704,4
7.4797405317505214,0.587682259694091,0.0696159623005576,4.368113864250983,0.08546814487973384,6.9602544874787355,29.668837738618045,0.9972551659456999,3.3848300456870017,0.49464858703288156,8.9999713515865,4
8.191270858744339,0.9082262479211756,0.2699196835557905,2.108612027917915,0.08529734389776977,6.902760043188786,24.24482897279397,0.9961467535767836,3.259060670094968,0.46352936620586677,10.002357676150519,4
5.6712484300527395,1.1405479354040553,0.09658138470869262,1.5935775809192982,0.1733946282646625,6.265479081258468,17.64048441715431,0.9940943239038875,3.50609961095782,0.4822453168792458,9.897331666942152,4
6.781029793150577,0.47132727147462333,0.19813837714962368,1.8886275791651068,0.08351363707940478,8.607073082101925,21.819247050758392,0.9957830671095367,3.399774051109586,0.4303635991864453,8.952884457460426,4
6.8517404020908526,0.6759054142255484,0.10126504605854326,3.9621932031821694,0.07020720599862537,14.137678519036317,29.316927580998552,0.9953161120073223,3.416822840964352,0.5217233709638153,11.084803285671988,4
